"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Bra013224","PF00254,PF00515,PF07719","PTHR10516","KOG0543","5.2.1.8","K09571","AT3G25230.1","ATFKBP62,FKBP62,ROF1","rotamase FKBP 1"
"Bra013300","PF00089","PTHR22939","","3.4.21.-","K01362","AT4G18370.1","DEG5,DEGP5,HHOA","DEGP protease 5"
"Bra013301","","","","","","","",""
"Bra013341","PF00069,PF07714","PTHR11295","KOG0658","2.7.11.1","K14502","AT4G18710.1","ATSK21,BIN2,DWF12,SK21,UCU1","Protein kinase superfamily protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra013352","PF05368,PF08547","PTHR10366","KOG1203","","","AT4G18810.1","","NAD(P)-binding Rossmann-fold superfamily protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra013657","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11"
"Bra013658","PF01657,PF07714,PF00069","PTHR23258","","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11"
"Bra013659","PF01657,PF07714,PF00069","PTHR23258","KOG1187","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11"
"Bra013660","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11"
"Bra013664","PF04424","PTHR18063","KOG2427","","","AT4G11860.1","","Protein of unknown function (DUF544)"
"Bra013678","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23180.1","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10"
"Bra013681","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23310.1","CRK23","cysteine-rich RLK (RECEPTOR-like protein kinase) 23"
"Bra013743","","","","","","AT4G23910.1","",""
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra013786","PF00012,PF06723","PTHR19375","KOG0102","","K03283","AT4G24280.1","cpHsc70-1","chloroplast heat shock protein 70-1"
"Bra013788","PF00012,PF06723","PTHR19375","","","","AT4G24280.1","cpHsc70-1","chloroplast heat shock protein 70-1"
"Bra013881","PF04043","","","","","AT4G25260.1","","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"Bra013882","PF01535","PTHR10483","","","","AT4G25270.1","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"Bra013883","PF00406,PF02223","PTHR23359","KOG3079","2.7.4.-,2.7.4.14","K13800","AT4G25280.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra013909","","","","","","AT4G25670.1","",""
"Bra013911","","","","","","AT4G25670.1","",""
"Bra014635","PF00332","","","","","AT3G57260.1","BG2,BGL2,PR-2,PR2","beta-1,3-glucanase 2"
"Bra014636","PF00332","","","","","AT3G57260.1","BG2,BGL2,PR-2,PR2","beta-1,3-glucanase 2"
"Bra014674","PF05678","","","","","AT3G56710.1","SIB1","sigma factor binding protein 1"
"Bra014675","PF05678","","","","","AT3G56710.1","SIB1","sigma factor binding protein 1"
"Bra014950","PF02353,PF05175,PF05401,PF08242,PF08241","PTHR10108","","","","AT3G23530.1","","Cyclopropane-fatty-acyl-phospholipid synthase"
"Bra014951","PF01593,PF02353,PF05175,PF08242,PF08241","PTHR10108","","","","AT3G23530.1","","Cyclopropane-fatty-acyl-phospholipid synthase"
"Bra014958","PF01494,PF01593,PF02353,PF05401,PF05175,PF08241,PF08242","PTHR10108","","2.1.1.79","K00574","AT3G23530.1","","Cyclopropane-fatty-acyl-phospholipid synthase"
"Bra015306","PF03171","PTHR10209","KOG0143","","","AT1G04350.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra015307","PF03171","PTHR10209","","","","AT1G04380.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra015695","PF00141","","","","","AT1G77100.1","","Peroxidase superfamily protein"
"Bra015696","PF01789","","","","","AT1G77090.1","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein"
"Bra015697","PF00463","PTHR21631","","","","AT1G77060.1","","Phosphoenolpyruvate carboxylase family protein"
"Bra015698","PF00226","PTHR11821","KOG0691","","","AT1G77020.1","","DNAJ heat shock N-terminal domain-containing protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra015798","","PTHR13516","","","","AT1G76020.1","","Thioredoxin superfamily protein"
"Bra015799","PF01399,PF08375","PTHR10758","KOG2581","","K03033","AT1G20200.1","EMB2719,HAP15","PAM domain (PCI/PINT associated module) protein"
"Bra015885","PF00072","PTHR23283","","","","AT1G74890.1","ARR15","response regulator 15"
"Bra015886","PF11910","","","","","AT1G74880.1","NDH-O","NAD(P)H:plastoquinone dehydrogenase complex subunit O"
"Bra015911","PF00249","PTHR10641","","","K09422","AT1G74430.1","ATMYB95,ATMYBCP66,MYB95","myb domain protein 95"
"Bra015912","PF00249","PTHR10641","KOG0048","","K09422","AT1G74430.1","ATMYB95,ATMYBCP66,MYB95","myb domain protein 95"
"Bra015976","PF07714,PF00069","PTHR23257","KOG0192","","","AT1G73660.1","","protein tyrosine kinase family protein"
"Bra015977","PF06966,PF02544","","KOG4650","","","AT1G73650.3","","Protein of unknown function (DUF1295)"
"Bra016007","PF00197","","","","","AT1G73260.1","ATKTI1,KTI1","kunitz trypsin inhibitor 1"
"Bra016008","PF04321,PF01370","PTHR10366","KOG1431","1.1.1.271","K02377","AT1G73250.1","ATFX,GER1","GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1"
"Bra016009","PF09531","","","","","AT1G73240.1","",""
"Bra016010","PF01849","PTHR10351","KOG2240","","K01527","AT1G73230.1","","Nascent polypeptide-associated complex NAC"
"Bra016016","","","","","","AT1G73120.1","",""
"Bra016017","PF00004","PTHR23077","KOG0651","","","AT1G73110.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra016034","PF00481","PTHR13832","KOG0698","","","AT1G72770.1","HAB1","homology to ABI1"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra016198","PF03407","PTHR10994","","","","AT1G70630.1","","Nucleotide-diphospho-sugar transferase family protein"
"Bra016199","PF06244","PTHR21680","KOG3223","","","AT1G16210.1","",""
"Bra016252","PF02798,PF00043","PTHR11260","KOG0406","","","AT1G69920.1","ATGSTU12,GSTU12","glutathione S-transferase TAU 12"
"Bra016253","PF02798","PTHR11260","KOG0406","","","AT1G69920.1","ATGSTU12,GSTU12","glutathione S-transferase TAU 12"
"Bra016481","PF00970,PF00175","PTHR19384","","1.18.1.2","K02641","AT1G20020.1","ATLFNR2,FNR2","ferredoxin-NADP(+)-oxidoreductase 2"
"Bra016482","","","","","","AT1G19980.1","","cytomatrix protein-related"
"Bra016541","PF00956","PTHR11875","KOG1508","","K11290","AT1G18800.1","NRP2","NAP1-related protein 2"
"Bra016542","PF02042","","","","","AT1G18790.1","","RWP-RK domain-containing protein"
"Bra016548","PF07983,PF00702","PTHR10000","KOG1615","","","AT1G18640.2","PSP","3-phosphoserine phosphatase"
"Bra016549","PF03031,PF00076","PTHR10432","KOG0121","","","AT4G26190.1","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"Bra016572","PF00069,PF07714","PTHR11295","KOG0659","2.7.11.22","K02202","AT1G18040.1","AT;CDCKD;3,CAK2AT,CDKD1;3","cyclin-dependent kinase D1;3"
"Bra016573","PF04928,PF01909,PF04926","PTHR10682","KOG2245","","","AT1G17980.1","PAPS1","poly(A) polymerase 1"
"Bra016672","PF00970,PF00175","PTHR11938:SF7","KOG0534","","","AT1G15140.1","","FAD/NAD(P)-binding oxidoreductase"
"Bra016674","PF00561","PTHR11005","","","","AT1G15060.1","","Uncharacterised conserved protein UCP031088, alpha/beta hydrolase"
"Bra016679","PF00350,PF01031,PF02212","PTHR11566","KOG0446","","","AT1G14830.1","ADL1C,ADL5,DL1C,DRP1C","DYNAMIN-like 1C"
"Bra016680","PF01118,PF02774","PTHR10174","KOG4777","","","AT1G14810.1","","semialdehyde dehydrogenase family protein"
"Bra016681","PF00134,PF02984","PTHR10177","","","","AT1G14750.1","SDS","Cyclin family protein"
"Bra016682","","","KOG4176","","","AT1G14710.1","","hydroxyproline-rich glycoprotein family protein"
"Bra016809","PF00364,PF00198","PTHR23151","KOG0559","","","AT4G26910.1","","Dihydrolipoamide succinyltransferase"
"Bra016810","PF01571,PF08669","PTHR13847","KOG2770","2.1.2.10","K00605","AT1G11860.1","","Glycine cleavage T-protein family"
"Bra016835","","","","","","AT1G11430.1","","plastid developmental protein DAG, putative"
"Bra016836","PF01453,PF00954,PF08276,PF07714,PF00069,PF11883","PTHR23258","KOG1187","","","AT1G11340.1","","S-locus lectin protein kinase family protein"
"Bra016868","PF02987","PTHR23241","KOG4744","","","AT2G42560.1","","late embryogenesis abundant domain-containing protein / LEA domain-containing protein"
"Bra016869","PF00270,PF00271","PTHR10967","KOG0335","3.6.4.13","K11594","AT2G42520.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra017143","PF04734","PTHR12670","KOG2232","","","AT2G38010.1","","Neutral/alkaline non-lysosomal ceramidase"
"Bra017144","PF04939","PTHR17602","KOG1765","","","AT2G37990.1","","ribosome biogenesis regulatory protein (RRS1) family protein"
"Bra017267","PF03134","PTHR12300","KOG1726","","","AT2G36020.1","HVA22J","HVA22-like protein J"
"Bra017268","PF02319","PTHR12081","KOG2577","","","AT2G36010.1","ATE2FA,E2F3","E2F transcription factor 3"
"Bra017317","PF02825,PF12174","","","","","AT2G35510.1","SRO1","similar to RCD one 1"
"Bra017318","PF04969,PF01202","PTHR21087","","","","AT2G35500.1","SKL2","shikimate kinase like 2"
"Bra017427","PF00854","PTHR11654","KOG1237","","","AT2G02040.1","ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B","peptide transporter 2"
"Bra017428","PF00854","PTHR11654","KOG1237","","","AT1G62200.1","","Major facilitator superfamily protein"
"Bra017674","PF00137","PTHR10263","KOG0232","3.6.3.14","K02155","AT4G34720.1","ATVHA-C1,AVA-P1,VHA-C1","ATPase, F0/V0 complex, subunit C protein"
"Bra017675","PF02033","","","","","AT4G34730.1","","ribosome-binding factor A family protein"
"Bra017769","PF00382","PTHR11618","KOG1597","","K03124","AT4G36650.1","ATPBRP,PBRP","plant-specific TFIIB-related protein"
"Bra017770","PF06708","","","","","AT4G36660.1","","Protein of unknown function (DUF1195)"
"Bra017771","PF00083,PF07690","PTHR11600","KOG0254","","","AT4G36670.1","","Major facilitator superfamily protein"
"Bra017920","","","","","","AT1G21500.1","",""
"Bra017921","","","","","","AT1G21510.1","",""
"Bra017949","PF00646","PTHR12874","KOG2997","","K10295","AT1G21760.1","ATFBP7,FBP7","F-box protein 7"
"Bra017951","PF00651","PTHR23230","","","","AT1G21780.1","","BTB/POZ domain-containing protein"
"Bra018009","PF00380","PTHR21569","KOG1697","","K02996","AT3G49080.1","","Ribosomal protein S5 domain 2-like superfamily protein"
"Bra018010","PF00069,PF07714","PTHR22986","KOG0198","","","AT3G45670.1","","Protein kinase superfamily protein"
"Bra018090","PF00171","PTHR11699","KOG2450","1.2.1.3","K00128","AT3G48000.1","ALDH2,ALDH2A,ALDH2B4","aldehyde dehydrogenase 2B4"
"Bra018091","PF00097","PTHR22764","","","","AT3G47990.1","SIS3","SUGAR-INSENSITIVE 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra018156","PF01326","","","","","AT4G24450.1","ATGWD2,GWD3,PWD","phosphoglucan, water dikinase"
"Bra018218","PF01138","PTHR11953","KOG1069","","K12590","AT3G46210.1","","Ribosomal protein S5 domain 2-like superfamily protein"
"Bra018219","PF00293","","","","","AT3G46200.1","aTNUDT9,NUDT9","nudix hydrolase homolog 9"
"Bra018293","PF07172,PF01424,PF00437,PF00270,PF00271,PF04408,PF07717","PTHR18934","KOG0922","","","AT2G30800.1","ATVT-1,HVT1","helicase in vascular tissue and tapetum"
"Bra018294","PF01789","","","","K02717","AT1G06680.1","OE23,OEE2,PSBP-1,PSII-P","photosystem II subunit P-1"
"Bra018492","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G04540.1","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39"
"Bra018493","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G04540.1","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39"
"Bra018496","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G04540.1","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39"
"Bra018824","PF04452","","","2.1.1.-","K09761","AT1G50000.1","","methyltransferases"
"Bra018826","","","","","","AT1G50020.1","",""
"Bra019068","PF01253","PTHR10388","KOG1770","","K03113","AT4G27130.1","","Translation initiation factor SUI1 family protein"
"Bra019069","PF09756","PTHR13270","KOG3054","","","AT4G27120.1","",""
"Bra019070","PF01929","PTHR11127","KOG3421","","K02875","AT4G27090.1","","Ribosomal protein L14"
"Bra019072","","PTHR10314","","","","AT4G27070.1","TSB2","tryptophan synthase beta-subunit 2"
"Bra019075","PF00291","PTHR10314","KOG1395","4.2.1.20","K01696","AT4G27070.1","TSB2","tryptophan synthase beta-subunit 2"
"Bra019143","PF03501","PTHR12146","KOG3344","","K02947","AT4G25740.1","","RNA binding Plectin/S10 domain-containing protein"
"Bra019144","PF01728,PF11861,PF07780","PTHR10920","KOG1098","","","AT4G25730.1","","FtsJ-like methyltransferase family protein"
"Bra019205","PF06148,PF12022","PTHR12961","KOG2307","","","AT4G24840.1","",""
"Bra019206","PF00764","PTHR11587","KOG1706","6.3.4.5","K01940","AT4G24830.1","","arginosuccinate synthase family"
"Bra019212","PF00564,PF00569,PF00627","PTHR20930","KOG4351","","","AT4G24690.1","","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein"
"Bra019213","","","","","","AT4G24680.1","MOS1","modifier of snc1"
"Bra019285","PF02453","PTHR10994","KOG1792","","","AT4G23630.1","BTI1,RTNLB1","VIRB2-interacting protein 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra019466","","","","","","AT3G44450.1","",""
"Bra019467","","","","","","","",""
"Bra019492","","","","","","AT3G46890.1","",""
"Bra019493","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT5G62700.1","TUB3","tubulin beta chain 3"
"Bra019613","PF00262","PTHR11073","KOG0675","","K08054","AT5G61790.1","ATCNX1,CNX1","calnexin 1"
"Bra019614","PF01535","PTHR10483","","","","AT5G61800.1","","Pentatricopeptide repeat (PPR) superfamily protein"
"Bra019615","PF00153","PTHR11896","KOG0036","","","AT5G61810.1","","Mitochondrial substrate carrier family protein"
"Bra019634","PF00224,PF02887","PTHR11817","KOG2323","2.7.1.40","K00873","AT3G52990.1","","Pyruvate kinase family protein"
"Bra019635","","","","","","","",""
"Bra019686","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein"
"Bra019688","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein"
"Bra019689","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein"
"Bra019690","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein"
"Bra019785","PF04321,PF01370,PF02719,PF00106,PF01073,PF07993","PTHR10366","KOG1371","","","AT1G12780.1","ATUGE1,UGE1","UDP-D-glucose/UDP-D-galactose 4-epimerase 1"
"Bra019786","","","","","","AT1G12790.1","",""
"Bra020086","","","","","","AT5G20120.1","",""
"Bra020087","","","","","","AT5G20130.1","",""
"Bra020137","PF00069,PF07714","PTHR22974","KOG1151","2.7.11.1","K08864","AT5G20930.1","TSL","Protein kinase superfamily protein"
"Bra020138","PF11347","","","","","AT5G20935.1","",""
"Bra020400","PF00443","PTHR10420","KOG1867","3.1.2.15","K11855","AT5G57990.1","UBP23","ubiquitin-specific protease 23"
"Bra020401","PF02421,PF01926","PTHR10229","KOG0410","","K03665","AT5G57960.1","","GTP-binding protein, HflX"
"Bra020494","PF00069,PF07714","PTHR23258","KOG1187","","","AT4G11900.1","","S-locus lectin protein kinase family protein"
"Bra020495","","","","","","AT5G25265.1","",""
"Bra020586","PF08477,PF00071,PF08356,PF08355","PTHR11708","KOG1707","","","AT5G27540.1","emb2473,MIRO1","MIRO-related GTP-ase 1"
"Bra020587","PF02403,PF00587","PTHR11778","KOG2509","6.1.1.11","K01875","AT5G27470.1","","seryl-tRNA synthetase / serine--tRNA ligase"
"Bra020605","PF01282,PF00291","PTHR10314","KOG1252","2.5.1.47","K01738","AT5G28020.1","ATCYSD2,CYSD2","cysteine synthase D2"
"Bra020606","PF00069,PF07714","PTHR22986","KOG0589","","","AT5G28290.1","ATNEK3,NEK3","NIMA-related kinase 3"
"Bra020667","PF05185,PF06325,PF05175","PTHR11006","KOG1500","2.1.1.125","K05931","AT5G49020.1","ATPRMT4A,PRMT4A","protein arginine methyltransferase 4A"
"Bra020668","PF05761","PTHR12103","KOG2469","","","AT5G48960.1","","HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase"
"Bra021016","PF07714,PF00069","PTHR23258","","","","AT4G18250.1","","receptor serine/threonine kinase, putative"
"Bra021017","PF08323,PF00534","PTHR12526","","","","AT4G18240.1","ATSS4,SS4,SSIV","starch synthase 4"
"Bra021044","PF09598,PF04774","PTHR12299","KOG2945","","","AT4G17520.1","","Hyaluronan / mRNA binding family"
"Bra021076","","","","","","AT2G35658.2","",""
"Bra021077","PF09598,PF04774","PTHR12299","KOG2945","","","AT4G16830.1","","Hyaluronan / mRNA binding family"
"Bra021419","PF04970","","","","","AT3G02700.1","","NC domain-containing protein-related"
"Bra021420","PF00892","","","","","AT3G02690.1","","nodulin MtN21 /EamA-like transporter family protein"
"Bra021448","","","","","","AT2G47930.1","AGP26,ATAGP26","arabinogalactan protein 26"
"Bra021450","PF00089","PTHR22939","KOG1320","","","AT2G47940.1","DEGP2","DEGP protease 2"
"Bra021457","","","","","","AT3G02480.1","","Late embryogenesis abundant protein (LEA) family protein"
"Bra021458","PF08132,PF01536","PTHR11570","KOG0788","4.1.1.50","K01611","AT3G02470.1","SAMDC","S-adenosylmethionine decarboxylase"
"Bra021529","PF05922,PF00082,PF02225","PTHR10795","","","","AT3G14067.1","","Subtilase family protein"
"Bra021530","PF03893,PF01764","PTHR21493","KOG2088","","","AT3G14075.1","","Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3"
"Bra021634","PF10502","PTHR12383","","","","AT2G30440.1","TPP","thylakoid processing peptide"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra021658","PF05697","","","","","AT2G30695.1","",""
"Bra021659","","","","","","AT2G30700.1","",""
"Bra021660","PF00566","PTHR22957","KOG1092","","","AT2G30710.1","","Ypt/Rab-GAP domain of gyp1p superfamily protein"
"Bra021796","PF03552","","","","","AT2G32530.1","ATCSLB03,ATCSLB3,CSLB03","cellulose synthase-like B3"
"Bra021797","PF03552","","","","","AT2G32530.1","ATCSLB03,ATCSLB3,CSLB03","cellulose synthase-like B3"
"Bra021798","PF03552","","","","","AT2G32610.1","ATCSLB01,ATCSLB1,CSLB01","cellulose synthase-like B1"
"Bra021810","PF01851","PTHR10943","KOG2062","","K03032","AT2G32730.1","","26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit"
"Bra021811","PF03016","PTHR15157","KOG1021","","","AT2G32740.1","ATGT13,GT13","galactosyltransferase 13"
"Bra021812","PF11976,PF00240","PTHR10562","KOG1769","","","AT2G32765.1","ATSUMO5,SUM5,SUMO5","small ubiquitinrelated modifier 5"
"Bra021852","","","","","","AT2G33430.1","DAL,DAL1","differentiation and greening-like 1"
"Bra021853","PF00830","","","","","AT2G33450.1","","Ribosomal L28 family"
"Bra021898","PF10559,PF00344","PTHR10906","KOG1373","","K10956","AT2G34250.1","","SecY protein transport family protein"
"Bra021899","PF04564,PF05804,PF00514","PTHR22849","","","","AT1G29340.1","ATPUB17,PUB17","plant U-box 17"
"Bra021902","","","","","","AT2G34310.1","",""
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra022151","PF00168","PTHR12663","KOG1525","","K11267","AT5G47690.3","","binding"
"Bra022152","PF00108","PTHR18919","","","","AT5G47720.2","","Thiolase family protein"
"Bra022241","PF00282","PTHR11999","KOG1383","4.1.1.15","K01580","AT3G17760.1","GAD5","glutamate decarboxylase 5"
"Bra022242","PF02733,PF02734","","KOG2426","","","AT3G17770.1","","Dihydroxyacetone kinase"
